PartNumber	Code	D(in)	Bf(in)	Tw(in)	Tf(in)	R1(in)	R2(in)	SLOPE(deg)	Sx(in)	Sy(in)	A(in2)	P(lb_ft)	L(in)	vxm(in)	vxp(in)	vym(in)	vyp(in)	Ix(in4)	Vx(in3)	Gx(in)	Iy(in4)	Vy(in3)	Gy(in)	J(in4)	Ax(in2)	Ay(in2)	Alpha(deg)
W8x24	10	7.929	6.496	0.244	0.402	0.500	0.000	0	0	0	7.2	24.4	40.50	3.25	3.25	3.96	3.96	84	21	3.42	18	6	1.60	0.41	3.48	1.94	0
W8x21	10	8.280	5.272	0.252	0.402	0.438	0.000	0	0	0	6.3	21.4	36.39	2.64	2.64	4.14	4.14	77	19	3.49	10	4	1.25	0.35	2.82	2.09	0
W8x18	10	8.142	5.252	0.228	0.331	0.438	0.000	0	0	0	5.3	18.2	36.08	2.63	2.63	4.07	4.07	63	16	3.44	8	3	1.22	0.20	2.32	1.86	0
W8x15	10	8.110	4.016	0.244	0.315	0.438	0.000	0	0	0	4.5	15.4	31.04	2.01	2.01	4.06	4.06	49	12	3.30	3	2	0.87	0.16	1.69	1.98	0
W8x13	10	7.988	4.000	0.228	0.256	0.438	0.000	0	0	0	3.9	13.3	30.77	2.00	2.00	3.99	3.99	41	10	3.22	3	1	0.84	0.10	1.36	1.82	0
W8x10	10	7.890	3.941	0.169	0.205	0.438	0.000	0	0	0	3.0	10.4	30.45	1.97	1.97	3.94	3.94	32	8	3.24	2	1	0.83	0.05	1.08	1.34	0
W6x25	10	6.382	6.079	0.319	0.457	0.375	0.000	0	0	0	7.4	25.2	35.80	3.04	3.04	3.19	3.19	54	17	2.70	17	6	1.52	0.58	3.70	2.04	0
W6x20	10	6.201	6.020	0.260	0.366	0.375	0.000	0	0	0	5.9	20.2	35.32	3.01	3.01	3.10	3.10	42	14	2.66	13	4	1.50	0.30	2.94	1.61	0
W6x16	10	6.280	4.031	0.260	0.406	0.375	0.000	0	0	0	4.8	16.4	27.52	2.02	2.02	3.14	3.14	33	10	2.60	4	2	0.96	0.27	2.18	1.63	0
W6x15	10	5.988	5.988	0.228	0.260	0.375	0.000	0	0	0	4.5	15.2	34.83	2.99	2.99	2.99	2.99	30	10	2.57	9	3	1.44	0.12	2.07	1.37	0
W6x12	10	6.031	4.000	0.228	0.280	0.375	0.000	0	0	0	3.6	12.3	26.96	2.00	2.00	3.02	3.02	22	7	2.50	3	1	0.91	0.10	1.49	1.38	0
W6x9	10	5.902	3.941	0.169	0.217	0.375	0.000	0	0	0	2.8	9.4	26.58	1.97	1.97	2.95	2.95	17	6	2.48	2	1	0.90	0.05	1.14	1.00	0
W5x19	10	5.150	5.031	0.272	0.429	0.375	0.000	0	0	0	5.6	19.1	29.24	2.52	2.52	2.57	2.57	26	10	2.17	9	4	1.28	0.38	2.88	1.40	0
W5x16	10	5.012	5.000	0.240	0.358	0.375	0.000	0	0	0	4.7	16.1	28.90	2.50	2.50	2.51	2.51	22	9	2.13	7	3	1.26	0.23	2.39	1.20	0
W4x13	10	4.161	4.059	0.280	0.346	0.313	0.000	0	0	0	3.9	13.1	23.46	2.03	2.03	2.08	2.08	11	6	1.72	4	2	1.00	0.18	1.88	1.16	0
